OnboardingKey,CandidateKey,StartDateKey,CompletionDateKey,Mentor,OnboardingStatus,Notes
780,2497,20250321,,Tammy Warren,Delayed,Onboarding record 780
781,2498,20230817,20250620.0,Victoria Hoffman,InProgress,Onboarding record 781
782,2500,20240115,20240602.0,Valerie Graham,Delayed,Onboarding record 782
783,2501,20230531,20230406.0,Phillip Chen,Completed,Onboarding record 783
784,7,20231123,20231008.0,Kathryn Pacheco,Delayed,Onboarding record 784
785,12,20250206,,John Douglas,Delayed,Onboarding record 785
786,14,20230915,20241124.0,Jennifer Reid,Completed,Onboarding record 786
787,24,20230327,20240720.0,Jason Campbell,InProgress,Onboarding record 787
788,27,20250604,20230526.0,Larry Richardson,Delayed,Onboarding record 788
789,28,20250610,20240605.0,Daniel Ortiz,InProgress,Onboarding record 789
790,36,20240926,,Thomas Green,Completed,Onboarding record 790
791,37,20240918,20240514.0,Ryan Fernandez,Completed,Onboarding record 791
792,40,20240829,20231108.0,Scott Peterson,Completed,Onboarding record 792
793,44,20231123,20250108.0,Anthony Gonzalez,Completed,Onboarding record 793
794,52,20250507,20240821.0,Emily Davis,Delayed,Onboarding record 794
795,53,20230619,,Dana Sherman,Completed,Onboarding record 795
796,57,20230507,20230916.0,Amy Jones,InProgress,Onboarding record 796
797,58,20250903,20241202.0,Jeffrey Flynn,Delayed,Onboarding record 797
798,61,20240612,20250422.0,Judith Gibbs,Completed,Onboarding record 798
799,63,20231014,20231115.0,James Owen,Completed,Onboarding record 799
800,66,20240222,,Vincent Taylor,Delayed,Onboarding record 800
801,67,20230408,20230424.0,Julia Gaines,Delayed,Onboarding record 801
802,70,20240602,20240818.0,Tara Cox,Completed,Onboarding record 802
803,72,20240903,20250611.0,Lauren Young,InProgress,Onboarding record 803
804,76,20230529,20231203.0,Marcus Johnson,InProgress,Onboarding record 804
805,79,20240328,,Paul Richardson,Delayed,Onboarding record 805
806,88,20240306,20240806.0,Haley Hardy,Completed,Onboarding record 806
807,91,20250630,20231201.0,Jessica Washington,InProgress,Onboarding record 807
808,92,20240301,20230415.0,Anna Richard,Completed,Onboarding record 808
809,93,20250509,20250118.0,Jennifer Scott,Completed,Onboarding record 809
810,94,20250825,,Leonard Murphy,InProgress,Onboarding record 810
811,98,20240603,20250119.0,Melissa Wall MD,InProgress,Onboarding record 811
812,102,20241101,20240101.0,Vicki Cunningham,InProgress,Onboarding record 812
813,103,20240130,20250331.0,Rebecca Taylor,Delayed,Onboarding record 813
814,105,20250905,20241211.0,David Martin,Completed,Onboarding record 814
815,109,20240603,,David Clements,Completed,Onboarding record 815
816,111,20240110,20230607.0,Elizabeth Collins,Delayed,Onboarding record 816
817,113,20230817,20230807.0,Holly Cuevas,Completed,Onboarding record 817
818,118,20240505,20230804.0,Terri Young,Delayed,Onboarding record 818
819,124,20230323,20250225.0,Sarah Phillips,Delayed,Onboarding record 819
820,130,20241128,,Karen Stanley,InProgress,Onboarding record 820
821,131,20230809,20250225.0,Patrick Morrow,Completed,Onboarding record 821
822,132,20241224,20250124.0,Amy Bishop,InProgress,Onboarding record 822
823,137,20250723,20250120.0,Emily Mcbride,Delayed,Onboarding record 823
824,144,20250725,20240202.0,William Bradley,Delayed,Onboarding record 824
825,149,20230826,,Willie Knight,Completed,Onboarding record 825
826,150,20240420,20230501.0,Dawn Santos,Delayed,Onboarding record 826
827,153,20250525,20241112.0,Michael Howard,Delayed,Onboarding record 827
828,156,20250402,20240326.0,Alexis Zhang,InProgress,Onboarding record 828
829,157,20250807,20240423.0,Brandy Miller,Completed,Onboarding record 829
830,163,20230719,,Heidi Henson,Completed,Onboarding record 830
831,165,20250425,20230403.0,Lindsay Powers,InProgress,Onboarding record 831
832,166,20241217,20240221.0,Jeremy Johnson,Completed,Onboarding record 832
833,167,20240501,20230508.0,Jessica Knox,InProgress,Onboarding record 833
834,170,20231127,20240521.0,Bryan Young,Delayed,Onboarding record 834
835,171,20240729,,Jacob Lee,InProgress,Onboarding record 835
836,173,20250326,20240710.0,Kathleen Gilbert,Completed,Onboarding record 836
837,174,20240225,20231028.0,Cynthia Brown,Completed,Onboarding record 837
838,176,20241202,20230330.0,Howard Schmidt,InProgress,Onboarding record 838
839,177,20250817,20250605.0,Dana Patrick,Completed,Onboarding record 839
840,178,20231230,,Gabrielle Lopez,InProgress,Onboarding record 840
841,182,20230412,20250815.0,Anna Hebert,Delayed,Onboarding record 841
842,183,20240308,20250424.0,Theresa Lambert,Completed,Onboarding record 842
843,184,20250824,20240826.0,Taylor Harris,Delayed,Onboarding record 843
844,186,20230915,20250105.0,Judy Estrada,InProgress,Onboarding record 844
845,195,20250421,,Jill Owens,InProgress,Onboarding record 845
846,196,20250616,20231104.0,Hannah Best,Completed,Onboarding record 846
847,200,20241224,20240323.0,Robert Bird,Delayed,Onboarding record 847
848,203,20240309,20250709.0,Charles Holmes,Completed,Onboarding record 848
849,208,20231105,20240611.0,William Collier,InProgress,Onboarding record 849
850,209,20230904,,Andrew Benton,InProgress,Onboarding record 850
851,211,20250830,20250117.0,Samuel Beard,Completed,Onboarding record 851
852,216,20230704,20240105.0,David Graham,InProgress,Onboarding record 852
853,220,20250131,20230410.0,Leslie Fisher,Delayed,Onboarding record 853
854,222,20250101,20240511.0,Cynthia Phelps,Delayed,Onboarding record 854
855,223,20250529,,Zachary Williams,InProgress,Onboarding record 855
856,229,20240909,20230626.0,Dylan Turner,Completed,Onboarding record 856
857,232,20241121,20240712.0,Margaret Vargas,Completed,Onboarding record 857
858,235,20240826,20241226.0,Jason Porter,Completed,Onboarding record 858
859,244,20230809,20250731.0,Jack Lee,Delayed,Onboarding record 859
860,246,20250710,,Kathy Cordova,Completed,Onboarding record 860
861,248,20231213,20241109.0,Ivan Baker,InProgress,Onboarding record 861
862,251,20230718,20250509.0,William Thompson,InProgress,Onboarding record 862
863,253,20230706,20240125.0,Betty Webster,InProgress,Onboarding record 863
864,256,20240704,20240121.0,Nicole Newman,Completed,Onboarding record 864
865,261,20250527,,Joshua Green,Delayed,Onboarding record 865
866,273,20240529,20250509.0,Todd Wright,InProgress,Onboarding record 866
867,274,20230401,20240904.0,Elizabeth Thompson,Completed,Onboarding record 867
868,286,20250526,20240328.0,Matthew Porter,Completed,Onboarding record 868
869,287,20250315,20230803.0,Pamela Morrison,Completed,Onboarding record 869
870,289,20240722,,Nancy Hoffman,Delayed,Onboarding record 870
871,291,20231027,20231207.0,Jenna Jordan,Delayed,Onboarding record 871
872,293,20230905,20240512.0,Matthew Frank,Completed,Onboarding record 872
873,294,20240318,20250223.0,Grace Wilson,Delayed,Onboarding record 873
874,300,20240904,20241216.0,Dustin Thompson,Completed,Onboarding record 874
875,304,20241016,,Joshua Burke,InProgress,Onboarding record 875
876,310,20250513,20250204.0,Catherine Myers,Delayed,Onboarding record 876
877,311,20240922,20230809.0,Casey Cox,Delayed,Onboarding record 877
878,313,20230801,20240220.0,Ronald Johnston,Delayed,Onboarding record 878
879,316,20230913,20250123.0,Timothy Davidson,Completed,Onboarding record 879
880,321,20241130,,Charles Herring,Delayed,Onboarding record 880
881,324,20250428,20240401.0,Anthony Fowler,Completed,Onboarding record 881
882,326,20231215,20240728.0,Darlene Hansen,InProgress,Onboarding record 882
883,331,20241106,20240513.0,Deborah Campos,Delayed,Onboarding record 883
884,336,20231016,20240926.0,Linda Pittman,InProgress,Onboarding record 884
885,338,20241122,,Melinda Wood,InProgress,Onboarding record 885
886,339,20250605,20240713.0,David Gutierrez,Completed,Onboarding record 886
887,348,20231119,20231026.0,Julia Harris,Delayed,Onboarding record 887
888,352,20240509,20250102.0,Nicole Gonzalez,InProgress,Onboarding record 888
889,356,20230825,20250615.0,John Rollins,InProgress,Onboarding record 889
890,362,20230602,,James Gonzalez,InProgress,Onboarding record 890
891,365,20250823,20250327.0,Brett Wong,Completed,Onboarding record 891
892,372,20240403,20250131.0,Shane Barry,Delayed,Onboarding record 892
893,374,20230613,20250322.0,Christina Sims,Completed,Onboarding record 893
894,376,20230421,20240521.0,Mr. Timothy Robertson,Delayed,Onboarding record 894
895,377,20230523,,Heidi Johnston,Completed,Onboarding record 895
896,378,20250806,20250622.0,John Wolfe,Completed,Onboarding record 896
897,380,20250509,20250209.0,Alicia Brown,Completed,Onboarding record 897
898,383,20250723,20231120.0,Lauren Lin MD,Completed,Onboarding record 898
899,386,20230825,20241117.0,Sarah Cooper,Delayed,Onboarding record 899
900,391,20240720,,Thomas Rodriguez,Delayed,Onboarding record 900
901,392,20250426,20241218.0,Steven Barton,InProgress,Onboarding record 901
902,399,20250619,20250729.0,Heidi Peterson,Delayed,Onboarding record 902
903,404,20240717,20231217.0,Mary West,InProgress,Onboarding record 903
904,410,20241212,20230326.0,Jeremy Doyle,InProgress,Onboarding record 904
905,411,20231206,,Leah Garcia,Completed,Onboarding record 905
906,413,20240924,20240422.0,James Bailey,Completed,Onboarding record 906
907,414,20240625,20241116.0,James Jones,Completed,Onboarding record 907
908,416,20241207,20240912.0,Ryan Sanders,Completed,Onboarding record 908
909,417,20241207,20241226.0,Russell Stout,Delayed,Onboarding record 909
910,418,20250419,,Sarah Miller,InProgress,Onboarding record 910
911,423,20250222,20250807.0,Matthew Black,InProgress,Onboarding record 911
912,424,20240109,20240518.0,Tyler Reid,Completed,Onboarding record 912
913,426,20240301,20250527.0,Kenneth Foster,InProgress,Onboarding record 913
914,430,20230606,20240908.0,Jessica Webster,Completed,Onboarding record 914
915,438,20230712,,Christy Mitchell,InProgress,Onboarding record 915
916,443,20250623,20230327.0,John Glover,Delayed,Onboarding record 916
917,448,20250623,20240214.0,Susan Robinson,InProgress,Onboarding record 917
918,456,20230818,20231108.0,Rebecca Freeman,Completed,Onboarding record 918
919,460,20240608,20241030.0,Tina Norris,InProgress,Onboarding record 919
920,463,20231101,,Joseph Aguilar,Delayed,Onboarding record 920
921,464,20240308,20230407.0,Kimberly Johnson,Completed,Onboarding record 921
922,468,20230416,20240819.0,Rebecca Rodriguez,Delayed,Onboarding record 922
923,469,20230712,20250401.0,Paul Mueller,Completed,Onboarding record 923
924,471,20240312,20230527.0,Jordan Lewis,Delayed,Onboarding record 924
925,474,20250715,,Nicole Vega,Completed,Onboarding record 925
926,482,20240102,20230731.0,Andrew Hudson,Completed,Onboarding record 926
927,484,20240701,20231108.0,Samuel Buckley,Delayed,Onboarding record 927
928,486,20250325,20240507.0,Barbara Johnson,Delayed,Onboarding record 928
929,494,20230815,20230327.0,Eric Alvarez,Delayed,Onboarding record 929
930,495,20241013,,Tony West,Delayed,Onboarding record 930
931,496,20230416,20241017.0,Terry Stout,InProgress,Onboarding record 931
932,497,20240323,20231019.0,Richard Scott,Delayed,Onboarding record 932
933,498,20240426,20230528.0,Christina Williams,InProgress,Onboarding record 933
934,500,20230819,20231021.0,Bryan Gray,Delayed,Onboarding record 934
935,501,20250809,,Dean Dunn,Completed,Onboarding record 935
936,505,20240314,20250904.0,Thomas Brooks,Delayed,Onboarding record 936
937,508,20230914,20240112.0,Christopher Wong,InProgress,Onboarding record 937
938,512,20241115,20250720.0,Misty Warren MD,InProgress,Onboarding record 938
939,521,20231029,20231111.0,Stephen Patterson,Delayed,Onboarding record 939
940,524,20250122,,Stephen Shepard,Completed,Onboarding record 940
941,525,20240816,20230401.0,Patricia Guerrero,Completed,Onboarding record 941
942,531,20250902,20241219.0,Dawn Moss,Completed,Onboarding record 942
943,534,20240723,20240402.0,Perry Obrien,Completed,Onboarding record 943
944,545,20240619,20250716.0,Beth Franklin,Delayed,Onboarding record 944
945,547,20230912,,Amanda White,InProgress,Onboarding record 945
946,548,20240810,20250629.0,Patrick Wheeler,InProgress,Onboarding record 946
947,553,20250501,20250721.0,Gary Wall,InProgress,Onboarding record 947
948,557,20230625,20240213.0,Nina Webster,Completed,Onboarding record 948
949,559,20241017,20241124.0,Paul Taylor,Completed,Onboarding record 949
950,560,20250426,,Sally Waters,InProgress,Onboarding record 950
951,562,20250517,20240723.0,Catherine Reynolds,Completed,Onboarding record 951
952,568,20250416,20240322.0,Evan Caldwell,InProgress,Onboarding record 952
953,569,20230826,20250406.0,Rebecca Carlson,Delayed,Onboarding record 953
954,570,20230604,20250805.0,Roger Escobar,InProgress,Onboarding record 954
955,571,20250801,,Diane Huber,InProgress,Onboarding record 955
956,572,20230528,20250126.0,Emily Irwin,Delayed,Onboarding record 956
957,573,20240620,20231001.0,Jerry Braun,InProgress,Onboarding record 957
958,575,20240318,20240124.0,David Hernandez,InProgress,Onboarding record 958
959,577,20231113,20240902.0,Ashley Molina,InProgress,Onboarding record 959
960,579,20240114,,Dawn Cook,InProgress,Onboarding record 960
961,584,20240423,20230721.0,Laura Walker,Completed,Onboarding record 961
962,585,20240103,20231111.0,Jake Flores,InProgress,Onboarding record 962
963,586,20230531,20240723.0,Matthew Davis,InProgress,Onboarding record 963
964,588,20230904,20250628.0,Sonya Munoz,Completed,Onboarding record 964
965,599,20230914,,Lisa Krueger,Delayed,Onboarding record 965
966,602,20230509,20231230.0,Brian Anderson,InProgress,Onboarding record 966
967,603,20230714,20240427.0,Alyssa Delacruz,InProgress,Onboarding record 967
968,611,20250128,20230403.0,Karen Morrow,Completed,Onboarding record 968
969,612,20250401,20250119.0,Dawn Mcdonald,Completed,Onboarding record 969
970,616,20240923,,Jennifer Taylor,Delayed,Onboarding record 970
971,617,20240528,20250702.0,George Stanton,Completed,Onboarding record 971
972,621,20240414,20250413.0,William Simpson,Delayed,Onboarding record 972
973,623,20240807,20250811.0,Susan Stewart DDS,InProgress,Onboarding record 973
974,625,20230613,20240201.0,Leslie Bright,Completed,Onboarding record 974
975,635,20231116,,Emily Brown,InProgress,Onboarding record 975
976,636,20241104,20240225.0,Michael Martin,Delayed,Onboarding record 976
977,638,20240404,20230514.0,Jason Ward,InProgress,Onboarding record 977
978,643,20240202,20230412.0,Scott Russell,Delayed,Onboarding record 978
979,649,20241202,20230623.0,Nicholas Murphy,InProgress,Onboarding record 979
980,651,20240502,,Kelly White,Completed,Onboarding record 980
981,657,20231227,20250501.0,Jason Larson,Delayed,Onboarding record 981
982,658,20240730,20231203.0,Jordan Moody,Completed,Onboarding record 982
983,664,20231123,20241006.0,Gina Howard,Delayed,Onboarding record 983
984,669,20240506,20240326.0,Danielle Bennett,Delayed,Onboarding record 984
985,670,20240619,,Ricky Welch,Delayed,Onboarding record 985
986,675,20250228,20231127.0,Patty Jones,Delayed,Onboarding record 986
987,677,20250806,20230701.0,Kimberly Robles,InProgress,Onboarding record 987
988,678,20240720,20231020.0,Pamela Wilson,Completed,Onboarding record 988
989,679,20250214,20230508.0,Stacey Nash,Delayed,Onboarding record 989
990,682,20240609,,Jimmy Ewing DVM,Completed,Onboarding record 990
991,684,20230503,20250801.0,Vanessa Graham,InProgress,Onboarding record 991
992,690,20230327,20240512.0,Oscar Rivera,InProgress,Onboarding record 992
993,699,20240213,20240329.0,Maria Anderson,Completed,Onboarding record 993
994,703,20231111,20240127.0,Michelle Dunn,Delayed,Onboarding record 994
995,704,20250806,,Andres Willis,Delayed,Onboarding record 995
996,709,20240304,20240213.0,Joseph Savage,Completed,Onboarding record 996
997,712,20240805,20230713.0,Scott Jackson,InProgress,Onboarding record 997
998,716,20250708,20240714.0,Dana Park,InProgress,Onboarding record 998
999,719,20241026,20241210.0,Shawn Costa,Delayed,Onboarding record 999
1000,720,20230616,,Brenda Cross,Completed,Onboarding record 1000
1001,722,20230927,20231006.0,Leslie Bowman,InProgress,Onboarding record 1001
1002,729,20230705,20250213.0,Tracy Knox,InProgress,Onboarding record 1002
1003,733,20240924,20250602.0,Jason Mitchell,InProgress,Onboarding record 1003
1004,736,20250422,20231004.0,Shaun Coleman,InProgress,Onboarding record 1004
1005,738,20250723,,Sandra Petersen,Completed,Onboarding record 1005
1006,742,20250102,20230614.0,John Lowe,Completed,Onboarding record 1006
1007,743,20250415,20240622.0,Douglas Patton,Completed,Onboarding record 1007
1008,751,20231117,20231014.0,David Adkins,Delayed,Onboarding record 1008
1009,753,20230812,20230921.0,Cristina Buchanan,Delayed,Onboarding record 1009
1010,755,20241213,,Joseph Farley,InProgress,Onboarding record 1010
1011,757,20240706,20250703.0,Charlotte Smith,Delayed,Onboarding record 1011
1012,759,20240416,20230703.0,David Collins,Delayed,Onboarding record 1012
1013,761,20250524,20230417.0,Jerry Mejia,Completed,Onboarding record 1013
1014,767,20250418,20230506.0,Kathleen Hoffman,Delayed,Onboarding record 1014
1015,768,20240503,,Dustin Daniel,Delayed,Onboarding record 1015
1016,774,20240401,20240123.0,Renee Pena,Completed,Onboarding record 1016
1017,779,20250123,20240324.0,Linda Ward,Delayed,Onboarding record 1017
1018,780,20240409,20240515.0,Kayla Moreno,Completed,Onboarding record 1018
1019,781,20240701,20240430.0,Jeffrey Willis,Delayed,Onboarding record 1019
1020,789,20231118,,Jeremy Williamson,InProgress,Onboarding record 1020
1021,793,20230630,20241216.0,Shawn Thompson,Delayed,Onboarding record 1021
1022,794,20241110,20240226.0,Robert Walker,Completed,Onboarding record 1022
1023,795,20231021,20231125.0,Bryan Williams,Delayed,Onboarding record 1023
1024,797,20240913,20240607.0,Dustin Cochran,InProgress,Onboarding record 1024
1025,799,20250616,,Jennifer Perry,Delayed,Onboarding record 1025
1026,800,20240322,20250305.0,Russell Wright,Delayed,Onboarding record 1026
1027,806,20250726,20250620.0,Robert Johnson,Delayed,Onboarding record 1027
1028,807,20231205,20230731.0,Scott Horn,Delayed,Onboarding record 1028
1029,813,20241129,20230722.0,Cheryl Gillespie,Delayed,Onboarding record 1029
1030,815,20250302,,Justin Snyder,InProgress,Onboarding record 1030
1031,817,20230503,20230514.0,Kathryn Collins,Completed,Onboarding record 1031
1032,820,20230330,20240616.0,Kelly Williams,Delayed,Onboarding record 1032
1033,823,20230718,20230722.0,Christie Johnson,InProgress,Onboarding record 1033
1034,830,20230720,20230408.0,Mark Hopkins,InProgress,Onboarding record 1034
1035,831,20250113,,Brandon Waters,InProgress,Onboarding record 1035
1036,833,20241226,20250724.0,David Coffey,Delayed,Onboarding record 1036
1037,834,20250209,20250823.0,Scott Brown,Completed,Onboarding record 1037
1038,838,20230714,20230601.0,Brian Rodriguez,Delayed,Onboarding record 1038
1039,846,20250214,20240314.0,Christina Bowman,Delayed,Onboarding record 1039
1040,853,20240408,,Frank Howard,Delayed,Onboarding record 1040
1041,854,20240528,20241015.0,Jessica Ortiz,InProgress,Onboarding record 1041
1042,859,20250502,20230729.0,Amanda Williams,InProgress,Onboarding record 1042
1043,863,20231129,20231018.0,Chad Davis,Delayed,Onboarding record 1043
1044,864,20230903,20240603.0,Candace Wallace,InProgress,Onboarding record 1044
1045,866,20250224,,Rachel Evans,InProgress,Onboarding record 1045
1046,867,20240412,20241213.0,Katrina Fleming,Delayed,Onboarding record 1046
1047,868,20230717,20240612.0,Sergio Williams,Delayed,Onboarding record 1047
1048,871,20230623,20230909.0,Ashley Guerrero,InProgress,Onboarding record 1048
1049,872,20250520,20230326.0,Vincent Taylor,Completed,Onboarding record 1049
1050,873,20241228,,Jeffrey Harris,InProgress,Onboarding record 1050
1051,876,20230824,20231216.0,Kevin Park,Completed,Onboarding record 1051
1052,879,20240729,20230502.0,Troy Clark,InProgress,Onboarding record 1052
1053,881,20230710,20250625.0,Monica Ortiz,Delayed,Onboarding record 1053
1054,884,20231227,20240426.0,Monica Johnson,InProgress,Onboarding record 1054
1055,885,20230901,,Jason Rodriguez,InProgress,Onboarding record 1055
1056,886,20240722,20250811.0,Derek Edwards,InProgress,Onboarding record 1056
1057,888,20240509,20250520.0,Melissa Brown,Delayed,Onboarding record 1057
1058,890,20231006,20231222.0,Glenn Reed,Completed,Onboarding record 1058
1059,891,20240315,20240721.0,Elizabeth Brown,Completed,Onboarding record 1059
1060,898,20250424,,Brian Williams,Completed,Onboarding record 1060
1061,899,20240313,20241223.0,Heather Blevins,Delayed,Onboarding record 1061
1062,904,20240914,20230614.0,Paige Hunt,InProgress,Onboarding record 1062
1063,909,20241208,20230612.0,Jeffrey Jones,Completed,Onboarding record 1063
1064,911,20230704,20230502.0,Amber Boyd,Completed,Onboarding record 1064
1065,913,20250129,,Lori Tucker,InProgress,Onboarding record 1065
1066,914,20250118,20250126.0,Christopher Page,Delayed,Onboarding record 1066
1067,915,20250805,20250414.0,Mr. Travis Trevino MD,Completed,Onboarding record 1067
1068,919,20241210,20250329.0,Charlene Trujillo,InProgress,Onboarding record 1068
1069,921,20240906,20241109.0,Robert Arellano,Completed,Onboarding record 1069
1070,924,20250806,,Patrick Larson,Completed,Onboarding record 1070
1071,935,20250821,20240819.0,Stacy Fuentes,InProgress,Onboarding record 1071
1072,937,20241112,20240904.0,Jessica Rhodes,InProgress,Onboarding record 1072
1073,939,20250420,20240520.0,Jerry Long,Completed,Onboarding record 1073
1074,942,20241212,20240219.0,Anthony Jackson,InProgress,Onboarding record 1074
1075,950,20231211,,Todd Acosta,InProgress,Onboarding record 1075
1076,952,20240411,20250306.0,Ryan Thompson,Delayed,Onboarding record 1076
1077,957,20230815,20230903.0,Rebecca Rodriguez,InProgress,Onboarding record 1077
1078,959,20231127,20241001.0,Jacqueline Sanchez,InProgress,Onboarding record 1078
1079,960,20240701,20231022.0,Jennifer Palmer,Completed,Onboarding record 1079
1080,963,20250305,,Zachary Barnett,InProgress,Onboarding record 1080
1081,966,20230910,20250424.0,Justin Johnson,Delayed,Onboarding record 1081
1082,971,20230611,20240509.0,Ronald Allen,Delayed,Onboarding record 1082
1083,976,20241124,20230830.0,Phillip Meadows,InProgress,Onboarding record 1083
1084,977,20240323,20230405.0,Jordan Wallace,Delayed,Onboarding record 1084
1085,979,20240822,,Debra Conner,InProgress,Onboarding record 1085
1086,982,20240416,20231015.0,Melissa Smith,Delayed,Onboarding record 1086
1087,986,20250403,20230821.0,Amber Fields,InProgress,Onboarding record 1087
1088,989,20230806,20240222.0,Ashley Fuller,Delayed,Onboarding record 1088
1089,993,20250525,20250108.0,Jenny Vasquez,InProgress,Onboarding record 1089
1090,994,20230727,,Leslie Williams,InProgress,Onboarding record 1090
1091,996,20240815,20240106.0,Brandi Wheeler,Delayed,Onboarding record 1091
1092,997,20250523,20250131.0,Jonathan Ortiz,InProgress,Onboarding record 1092
1093,1002,20240423,20230811.0,David Montgomery,InProgress,Onboarding record 1093
1094,1004,20231206,20250805.0,Matthew Burnett DDS,Completed,Onboarding record 1094
1095,1006,20241220,,Kristy Clarke,Delayed,Onboarding record 1095
1096,1008,20250131,20241228.0,Allison Lewis,Delayed,Onboarding record 1096
1097,1014,20231126,20231008.0,Paul Sparks,Completed,Onboarding record 1097
1098,1015,20231025,20231205.0,Jamie Collins,Delayed,Onboarding record 1098
1099,1016,20240607,20250810.0,Jeremiah Middleton,Delayed,Onboarding record 1099
1100,1022,20250122,,Christine Potter,Completed,Onboarding record 1100
1101,1026,20231206,20250322.0,Dylan Cox,Delayed,Onboarding record 1101
1102,1028,20250426,20250518.0,Joseph Burke,InProgress,Onboarding record 1102
1103,1029,20231128,20250120.0,Brittany Wilson,Completed,Onboarding record 1103
1104,1039,20240523,20230723.0,Caroline Ward,Delayed,Onboarding record 1104
1105,1041,20250823,,Holly Marquez,Delayed,Onboarding record 1105
1106,1046,20230802,20230801.0,Frank Hatfield,InProgress,Onboarding record 1106
1107,1047,20250213,20250816.0,Amy Campbell,Delayed,Onboarding record 1107
1108,1051,20241223,20230904.0,John Wood,Delayed,Onboarding record 1108
1109,1054,20250221,20230427.0,Jessica Gross,Delayed,Onboarding record 1109
1110,1055,20241225,,Eric Tyler,InProgress,Onboarding record 1110
1111,1062,20230825,20231202.0,Kaitlyn Hansen,InProgress,Onboarding record 1111
1112,1067,20250723,20250517.0,Melissa Campbell,Completed,Onboarding record 1112
1113,1069,20240828,20250529.0,Cheryl Harrington,Completed,Onboarding record 1113
1114,1071,20241009,20250412.0,James Barnett,Delayed,Onboarding record 1114
1115,1072,20240329,,Samuel Higgins,Completed,Onboarding record 1115
1116,1080,20230412,20250903.0,Michael Solomon,Delayed,Onboarding record 1116
1117,1081,20250405,20240122.0,Robin Holder,InProgress,Onboarding record 1117
1118,1084,20250320,20250117.0,Jason Woodard,Completed,Onboarding record 1118
1119,1087,20250421,20230528.0,Kristen Ray,InProgress,Onboarding record 1119
1120,1089,20240510,,Janet Molina,Completed,Onboarding record 1120
1121,1091,20250409,20231019.0,Katie Chavez,Delayed,Onboarding record 1121
1122,1092,20250109,20240210.0,Alexa Rogers,InProgress,Onboarding record 1122
1123,1093,20240417,20250110.0,Sheryl Cameron,Completed,Onboarding record 1123
1124,1098,20240812,20250411.0,Melissa Patel,InProgress,Onboarding record 1124
1125,1099,20230611,,Susan Ruiz,Completed,Onboarding record 1125
1126,1100,20230616,20240613.0,Gary Ellis,InProgress,Onboarding record 1126
1127,1101,20230930,20250103.0,Thomas Graves,Completed,Onboarding record 1127
1128,1102,20240404,20240406.0,Kaitlin Coleman,InProgress,Onboarding record 1128
1129,1103,20240911,20240528.0,Mrs. Sherry Wolf DDS,Completed,Onboarding record 1129
1130,1106,20250323,,Nicholas Phillips,Delayed,Onboarding record 1130
1131,1107,20241107,20241103.0,Ashley Richardson,Completed,Onboarding record 1131
1132,1108,20240604,20240924.0,Carlos Barrett,Completed,Onboarding record 1132
1133,1114,20250218,20240418.0,Samantha Martin,Delayed,Onboarding record 1133
1134,1119,20230827,20230710.0,Maria Campbell,InProgress,Onboarding record 1134
1135,1124,20250311,,Jeremy Baxter,Completed,Onboarding record 1135
1136,1125,20240128,20230715.0,Joyce Henry PhD,Completed,Onboarding record 1136
1137,1132,20240217,20241207.0,April Lee,InProgress,Onboarding record 1137
1138,1134,20240503,20230507.0,Anna Fowler,Completed,Onboarding record 1138
1139,1136,20240910,20231104.0,Mrs. Samantha Moran,Delayed,Onboarding record 1139
1140,1139,20231211,,Eugene Pham,InProgress,Onboarding record 1140
1141,1145,20230616,20230702.0,Joseph Bradford,InProgress,Onboarding record 1141
1142,1150,20240814,20240407.0,Karen Harris,InProgress,Onboarding record 1142
1143,1158,20241101,20250615.0,Marissa Luna,Delayed,Onboarding record 1143
1144,1161,20240213,20230905.0,Natalie Berry,Delayed,Onboarding record 1144
1145,1165,20241228,,Gregg Jackson,Completed,Onboarding record 1145
1146,1167,20231130,20241111.0,Melissa Jones,InProgress,Onboarding record 1146
1147,1171,20240529,20250619.0,Ryan Ramos,Delayed,Onboarding record 1147
1148,1184,20240711,20230710.0,Jenny Miller,Completed,Onboarding record 1148
1149,1188,20250804,20230420.0,Elizabeth Martin,Delayed,Onboarding record 1149
1150,1189,20240808,,Thomas Lee,Completed,Onboarding record 1150
1151,1197,20230721,20241030.0,Anthony Holmes,Delayed,Onboarding record 1151
1152,1198,20241018,20240711.0,Michael Flores,Completed,Onboarding record 1152
1153,1202,20250530,20250112.0,Ashley Pena,Delayed,Onboarding record 1153
1154,1203,20230404,20240510.0,Robert Mann,InProgress,Onboarding record 1154
1155,1206,20240427,,Lindsey Case,InProgress,Onboarding record 1155
1156,1210,20250117,20241219.0,Alejandro Mcdaniel,InProgress,Onboarding record 1156
1157,1211,20240924,20231116.0,Gloria Callahan,Completed,Onboarding record 1157
1158,1215,20230531,20250210.0,Thomas Perez,InProgress,Onboarding record 1158
1159,1222,20240918,20230619.0,Mrs. Lisa Davis MD,InProgress,Onboarding record 1159
1160,1223,20230702,,Sarah Miller,Delayed,Onboarding record 1160
1161,1224,20231108,20230903.0,Caitlyn West,Delayed,Onboarding record 1161
1162,1226,20250818,20250815.0,Matthew Walker,InProgress,Onboarding record 1162
1163,1230,20240909,20231212.0,Sarah Pierce,Delayed,Onboarding record 1163
1164,1232,20230611,20240410.0,Andrea Bolton,Delayed,Onboarding record 1164
1165,1236,20240517,,Susan Torres,Delayed,Onboarding record 1165
